Name      Surname   FinalGrade
Name6131  Surname1       8.82           
Name9008  Surname2       8.82           
Name9554  Surname2       8.82           
Name3076  Surname2       8.81           
Name4415  Surname1       8.81           
Name4707  Surname1       8.81           
Name619   Surname1       8.80           
Name8641  Surname1       8.80           
Name8615  Surname1       8.80           
Name9796  Surname2       8.79           
Name1571  Surname1       8.79           
Name4585  Surname1       8.79           
Name7940  Surname2       8.79           
Name4533  Surname1       8.79           
Name2575  Surname1       8.78           
Name6223  Surname1       8.78           
Name1268  Surname2       8.78           
Name6239  Surname1       8.78           
Name1262  Surname2       8.78           
Name6637  Surname1       8.78           
Name1538  Surname2       8.78           
Name652   Surname2       8.78           
Name4204  Surname2       8.77           
Name5354  Surname2       8.77           
Name8427  Surname1       8.77           
Name4742  Surname2       8.77           
Name7759  Surname1       8.77           
Name1854  Surname2       8.76           
Name2523  Surname1       8.76           
Name2018  Surname2       8.76           
Name1596  Surname2       8.75           
Name6656  Surname2       8.75           
Name5356  Surname2       8.75           
Name866   Surname2       8.75           
Name9845  Surname1       8.74           
Name3330  Surname2       8.74           
Name5616  Surname2       8.74           
Name222   Surname2       8.74           
Name3646  Surname2       8.73           
Name958   Surname2       8.73           
Name6150  Surname2       8.73           
Name1676  Surname2       8.73           
Name5946  Surname2       8.72           
Name2031  Surname1       8.72           
Name8376  Surname2       8.71           
Name3265  Surname1       8.71           
Name1579  Surname1       8.71           
Name9379  Surname1       8.71           
Name2438  Surname2       8.71           
Name1122  Surname2       8.71           
Name5177  Surname1       8.70           
Name8395  Surname1       8.70           
Name8424  Surname2       8.70           
Name283   Surname1       8.70           
Name563   Surname1       8.70           
Name5726  Surname2       8.70           
Name3645  Surname1       8.70           
Name1176  Surname2       8.70           
Name184   Surname2       8.69           
Name684   Surname2       8.69           
Name4121  Surname1       8.68           
Name4318  Surname2       8.68           
Name1917  Surname1       8.68           
Name6743  Surname1       8.67           
Name7059  Surname1       8.67           
Name5411  Surname1       8.67           
Name4957  Surname1       8.66           
Name156   Surname2       8.66           
Name5580  Surname2       8.66           
Name4955  Surname1       8.66           
Name8737  Surname1       8.66           
Name7859  Surname1       8.66           
Name7158  Surname2       8.66           
Name8679  Surname1       8.65           
Name5164  Surname2       8.65           
Name9130  Surname2       8.65           
Name1064  Surname2       8.65           
Name334   Surname2       8.64           
Name4740  Surname2       8.64           
Name8413  Surname1       8.63           
Name8289  Surname1       8.63           
Name6066  Surname2       8.62           
Name2957  Surname1       8.62           
Name2154  Surname2       8.62           
Name3037  Surname1       8.62           
Name671   Surname1       8.61           
Name5744  Surname2       8.61           
Name7629  Surname1       8.61           
Name6242  Surname2       8.61           
Name1813  Surname1       8.60           
Name1289  Surname1       8.60           
Name6640  Surname2       8.60           
Name449   Surname1       8.60           
Name9962  Surname2       8.60           
Name7531  Surname1       8.59           
Name4188  Surname2       8.59           
Name8530  Surname2       8.59           
Name471   Surname1       8.59           
Name4646  Surname2       8.59           
Name7866  Surname2       8.59           
Name4220  Surname2       8.59           
Name8134  Surname2       8.58           
Name4779  Surname1       8.58           
Name8364  Surname2       8.58           
Name4051  Surname1       8.58           
Name9462  Surname2       8.58           
Name5276  Surname2       8.57           
Name2255  Surname1       8.57           
Name7655  Surname1       8.57           
Name2464  Surname2       8.56           
Name8939  Surname1       8.56           
Name1010  Surname2       8.56           
Name7430  Surname2       8.56           
Name3484  Surname2       8.56           
Name1126  Surname2       8.56           
Name4786  Surname2       8.55           
Name9466  Surname2       8.55           
Name9045  Surname1       8.55           
Name3527  Surname1       8.55           
Name9701  Surname1       8.55           
Name5734  Surname2       8.55           
Name9588  Surname2       8.55           
Name3851  Surname1       8.54           
Name5081  Surname1       8.54           
Name978   Surname2       8.54           
Name5802  Surname2       8.54           
Name6805  Surname1       8.54           
Name415   Surname1       8.53           
Name5088  Surname2       8.53           
Name1506  Surname2       8.53           
Name7633  Surname1       8.53           
Name7063  Surname1       8.53           
Name3174  Surname2       8.53           
Name384   Surname2       8.53           
Name9896  Surname2       8.53           
Name5652  Surname2       8.53           
Name1491  Surname1       8.52           
Name9277  Surname1       8.52           
Name4528  Surname2       8.52           
Name8520  Surname2       8.52           
Name5735  Surname1       8.51           
Name4947  Surname1       8.51           
Name8540  Surname2       8.51           
Name3524  Surname2       8.51           
Name8295  Surname1       8.51           
Name3582  Surname2       8.51           
Name7216  Surname2       8.50           
Name6128  Surname2       8.50           
Name5302  Surname2       8.50           
Name6576  Surname2       8.50           
Name7152  Surname2       8.50           
Name6802  Surname2       8.50           
Name6505  Surname1       8.50           
Name5871  Surname1       8.50           
Name9662  Surname2       8.50           
Name6800  Surname2       8.50           
Name2997  Surname1       8.50           
Name7823  Surname1       8.49           
Name4148  Surname2       8.49           
Name2879  Surname1       8.49           
Name6000  Surname2       8.49           
Name3101  Surname1       8.49           
Name4086  Surname2       8.49           
Name555   Surname1       8.49           
Name1493  Surname1       8.49           
Name5939  Surname1       8.48           
Name4958  Surname2       8.48           
Name1341  Surname1       8.48           
Name3563  Surname1       8.48           
Name3373  Surname1       8.48           
Name8922  Surname2       8.48           
Name5910  Surname2       8.48           
Name9048  Surname2       8.48           
Name8430  Surname2       8.48           
Name7393  Surname1       8.47           
Name2833  Surname1       8.47           
Name7471  Surname1       8.47           
Name9450  Surname2       8.47           
Name2845  Surname1       8.47           
Name9791  Surname1       8.47           
Name4114  Surname2       8.46           
Name4984  Surname2       8.46           
Name5914  Surname2       8.46           
Name6059  Surname1       8.46           
Name2453  Surname1       8.46           
Name4596  Surname2       8.45           
Name1099  Surname1       8.45           
Name8209  Surname1       8.45           
Name3711  Surname1       8.45           
Name8049  Surname1       8.45           
Name1345  Surname1       8.45           
Name2178  Surname2       8.45           
Name1431  Surname1       8.45           
Name4842  Surname2       8.45           
Name7031  Surname1       8.44           
Name4075  Surname1       8.44           
Name2890  Surname2       8.44           
Name6340  Surname2       8.44           
Name8677  Surname1       8.44           
Name2723  Surname1       8.44           
Name3850  Surname2       8.43           
Name9027  Surname1       8.43           
Name4560  Surname2       8.43           
Name2315  Surname1       8.43           
Name9122  Surname2       8.43           
Name3431  Surname1       8.43           
Name788   Surname2       8.43           
Name118   Surname2       8.43           
Name2761  Surname1       8.42           
Name9464  Surname2       8.42           
Name4224  Surname2       8.42           
Name2260  Surname2       8.42           
Name8303  Surname1       8.42           
Name9913  Surname1       8.42           
Name9760  Surname2       8.42           
Name5242  Surname2       8.41           
Name780   Surname2       8.41           
Name2696  Surname2       8.41           
Name5973  Surname1       8.41           
Name238   Surname2       8.41           
Name2552  Surname2       8.41           
Name4373  Surname1       8.41           
Name81    Surname1       8.41           
Name8439  Surname1       8.41           
Name11    Surname1       8.41           
Name3547  Surname1       8.41           
Name877   Surname1       8.41           
Name1570  Surname2       8.40           
Name95    Surname1       8.40           
Name6662  Surname2       8.40           
Name9411  Surname1       8.40           
Name6546  Surname2       8.40           
Name2089  Surname1       8.40           
Name7480  Surname2       8.40           
Name7637  Surname1       8.40           
Name9843  Surname1       8.40           
Name6986  Surname2       8.39           
Name8992  Surname2       8.39           
Name9904  Surname2       8.39           
Name8411  Surname1       8.39           
Name9377  Surname1       8.39           
Name1371  Surname1       8.39           
Name6155  Surname1       8.39           
Name5643  Surname1       8.39           
Name8793  Surname1       8.39           
Name2810  Surname2       8.38           
Name2946  Surname2       8.38           
Name721   Surname1       8.38           
Name9347  Surname1       8.38           
Name2838  Surname2       8.38           
Name5474  Surname2       8.38           
Name2988  Surname2       8.38           
Name221   Surname1       8.38           
Name1613  Surname1       8.37           
Name3316  Surname2       8.37           
Name9996  Surname2       8.37           
Name306   Surname2       8.37           
Name7161  Surname1       8.37           
Name5359  Surname1       8.37           
Name1237  Surname1       8.37           
Name2270  Surname2       8.37           
Name6380  Surname2       8.37           
Name2272  Surname2       8.37           
Name794   Surname2       8.36           
Name5152  Surname2       8.36           
Name3324  Surname2       8.36           
Name6881  Surname1       8.35           
Name710   Surname2       8.35           
Name9534  Surname2       8.35           
Name498   Surname2       8.35           
Name6035  Surname1       8.35           
Name1483  Surname1       8.35           
Name6072  Surname2       8.35           
Name9694  Surname2       8.34           
Name5289  Surname1       8.34           
Name9132  Surname2       8.34           
Name618   Surname2       8.34           
Name2919  Surname1       8.34           
Name7415  Surname1       8.34           
Name1834  Surname2       8.34           
Name2623  Surname1       8.34           
Name3725  Surname1       8.34           
Name2509  Surname1       8.34           
Name9634  Surname2       8.34           
Name9838  Surname2       8.34           
Name5215  Surname1       8.33           
Name1236  Surname2       8.33           
Name4153  Surname1       8.33           
Name5709  Surname1       8.33           
Name3731  Surname1       8.33           
Name993   Surname1       8.33           
Name2113  Surname1       8.33           
Name3794  Surname2       8.32           
Name7497  Surname1       8.32           
Name1758  Surname2       8.32           
Name9413  Surname1       8.32           
Name1391  Surname1       8.32           
Name3998  Surname2       8.32           
Name405   Surname1       8.32           
Name6820  Surname2       8.32           
Name1786  Surname2       8.32           
Name23    Surname1       8.32           
Name9693  Surname1       8.32           
Name8482  Surname2       8.31           
Name2164  Surname2       8.31           
Name6971  Surname1       8.31           
Name3286  Surname2       8.31           
Name9622  Surname2       8.30           
Name6201  Surname1       8.30           
Name4974  Surname2       8.30           
Name7729  Surname1       8.30           
Name3583  Surname1       8.30           
Name3460  Surname2       8.30           
Name2655  Surname1       8.30           
Name5343  Surname1       8.30           
Name9975  Surname1       8.30           
Name1778  Surname2       8.29           
Name9407  Surname1       8.29           
Name6439  Surname1       8.29           
Name9235  Surname1       8.29           
Name9418  Surname2       8.29           
Name8586  Surname2       8.28           
Name1827  Surname1       8.28           
Name7915  Surname1       8.28           
Name4030  Surname2       8.28           
Name8487  Surname1       8.28           
Name6624  Surname2       8.28           
Name3668  Surname2       8.28           
Name683   Surname1       8.28           
Name9217  Surname1       8.28           
Name8527  Surname1       8.28           
Name5958  Surname2       8.28           
Name1376  Surname2       8.28           
Name6475  Surname1       8.27           
Name4613  Surname1       8.27           
Name8206  Surname2       8.27           
Name9940  Surname2       8.27           
Name6685  Surname1       8.27           
Name8891  Surname1       8.27           
Name185   Surname1       8.26           
Name7450  Surname2       8.26           
Name9816  Surname2       8.26           
Name9602  Surname2       8.26           
Name2589  Surname1       8.26           
Name9573  Surname1       8.26           
Name1375  Surname1       8.26           
Name9533  Surname1       8.25           
Name2335  Surname1       8.25           
Name7008  Surname2       8.25           
Name8978  Surname2       8.25           
Name1733  Surname1       8.25           
Name1814  Surname2       8.25           
Name9276  Surname2       8.25           
Name647   Surname1       8.25           
Name1646  Surname2       8.25           
Name9731  Surname1       8.25           
Name655   Surname1       8.25           
Name541   Surname1       8.25           
Name7249  Surname1       8.25           
Name9099  Surname1       8.24           
Name1488  Surname2       8.24           
Name8845  Surname1       8.24           
Name371   Surname1       8.24           
Name5925  Surname1       8.24           
Name9330  Surname2       8.24           
Name4709  Surname1       8.23           
Name2896  Surname2       8.23           
Name954   Surname2       8.23           
Name1410  Surname2       8.23           
Name4962  Surname2       8.23           
Name1994  Surname2       8.23           
Name4506  Surname2       8.22           
Name8360  Surname2       8.22           
Name9085  Surname1       8.22           
Name5924  Surname2       8.22           
Name486   Surname2       8.22           
Name5191  Surname1       8.22           
Name9943  Surname1       8.22           
Name5115  Surname1       8.22           
Name7445  Surname1       8.22           
Name7830  Surname2       8.21           
Name4508  Surname2       8.21           
Name9079  Surname1       8.21           
Name5969  Surname1       8.21           
Name2735  Surname1       8.21           
Name4797  Surname1       8.21           
Name6126  Surname2       8.21           
Name5423  Surname1       8.21           
Name8378  Surname2       8.20           
Name5126  Surname2       8.20           
Name7215  Surname1       8.20           
Name2014  Surname2       8.20           
Name277   Surname1       8.20           
Name9280  Surname2       8.20           
Name1833  Surname1       8.20           
Name1116  Surname2       8.20           
Name7798  Surname2       8.20           
Name5720  Surname2       8.20           
Name4327  Surname1       8.19           
Name9429  Surname1       8.19           
Name6942  Surname2       8.19           
Name4297  Surname1       8.19           
Name3693  Surname1       8.19           
Name2016  Surname2       8.19           
Name8156  Surname2       8.19           
Name5825  Surname1       8.19           
Name1704  Surname2       8.19           
Name5913  Surname1       8.19           
Name1054  Surname2       8.19           
Name1752  Surname2       8.18           
Name351   Surname1       8.18           
Name1165  Surname1       8.18           
Name1104  Surname2       8.18           
Name6213  Surname1       8.18           
Name5936  Surname2       8.18           
Name8866  Surname2       8.17           
Name4619  Surname1       8.17           
Name6455  Surname1       8.17           
Name627   Surname1       8.17           
Name3467  Surname1       8.17           
Name2115  Surname1       8.17           
Name8577  Surname1       8.17           
Name9557  Surname1       8.17           
Name6835  Surname1       8.17           
Name133   Surname1       8.17           
Name5286  Surname2       8.17           
Name6276  Surname2       8.17           
Name430   Surname2       8.17           
Name5458  Surname2       8.16           
Name7706  Surname2       8.15           
Name8265  Surname1       8.15           
Name2183  Surname1       8.15           
Name600   Surname2       8.15           
Name603   Surname1       8.15           
Name6483  Surname1       8.15           
Name4676  Surname2       8.15           
Name9382  Surname2       8.15           
Name5116  Surname2       8.15           
Name6326  Surname2       8.15           
Name2869  Surname1       8.14           
Name3458  Surname2       8.14           
Name7849  Surname1       8.14           
Name4708  Surname2       8.14           
Name7685  Surname1       8.14           
Name9751  Surname1       8.14           
Name7107  Surname1       8.14           
Name2147  Surname1       8.14           
Name6537  Surname1       8.13           
Name9332  Surname2       8.13           
Name9663  Surname1       8.13           
Name3246  Surname2       8.13           
Name5027  Surname1       8.13           
Name3568  Surname2       8.13           
Name5579  Surname1       8.13           
Name167   Surname1       8.13           
Name3450  Surname2       8.13           
Name1696  Surname2       8.13           
Name5066  Surname2       8.12           
Name9356  Surname2       8.12           
Name3474  Surname2       8.12           
Name6258  Surname2       8.12           
Name3234  Surname2       8.12           
Name6356  Surname2       8.12           
Name2233  Surname1       8.12           
Name7557  Surname1       8.12           
Name6104  Surname2       8.12           
Name6305  Surname1       8.12           
Name439   Surname1       8.11           
Name5892  Surname2       8.11           
Name1916  Surname2       8.11           
Name4683  Surname1       8.11           
Name9725  Surname1       8.11           
Name9060  Surname2       8.11           
Name1051  Surname1       8.11           
Name2037  Surname1       8.11           
Name6897  Surname1       8.11           
Name2176  Surname2       8.10           
Name8802  Surname2       8.10           
Name7527  Surname1       8.10           
Name1649  Surname1       8.10           
Name5089  Surname1       8.10           
Name9921  Surname1       8.10           
Name8329  Surname1       8.10           
Name3388  Surname2       8.10           
Name863   Surname1       8.10           
Name6140  Surname2       8.10           
Name9779  Surname1       8.10           
Name2009  Surname1       8.10           
Name5131  Surname1       8.10           
Name8645  Surname1       8.09           
Name7573  Surname1       8.09           
Name1091  Surname1       8.09           
Name1996  Surname2       8.09           
Name9386  Surname2       8.09           
Name1687  Surname1       8.09           
Name7571  Surname1       8.09           
Name6870  Surname2       8.09           
Name9181  Surname1       8.09           
Name8519  Surname1       8.09           
Name9709  Surname1       8.09           
Name9568  Surname2       8.09           
Name5022  Surname2       8.08           
Name4112  Surname2       8.08           
Name2358  Surname2       8.08           
Name2469  Surname1       8.08           
Name3168  Surname2       8.08           
Name6809  Surname1       8.08           
Name1919  Surname1       8.08           
Name692   Surname2       8.08           
Name6890  Surname2       8.08           
Name4281  Surname1       8.08           
Name5699  Surname1       8.08           
Name1065  Surname1       8.08           
Name8247  Surname1       8.08           
Name1174  Surname2       8.08           
Name1181  Surname1       8.07           
Name5362  Surname2       8.07           
Name3465  Surname1       8.07           
Name9311  Surname1       8.07           
Name8237  Surname1       8.07           
Name8218  Surname2       8.07           
Name5295  Surname1       8.07           
Name7412  Surname2       8.07           
Name7217  Surname1       8.07           
Name9562  Surname2       8.07           
Name7300  Surname2       8.07           
Name9992  Surname2       8.07           
Name4124  Surname2       8.07           
Name181   Surname1       8.07           
Name6795  Surname1       8.07           
Name1909  Surname1       8.07           
Name4934  Surname2       8.07           
Name5907  Surname1       8.07           
Name4490  Surname2       8.07           
Name3738  Surname2       8.07           
Name7353  Surname1       8.07           
Name3806  Surname2       8.07           
Name7645  Surname1       8.07           
Name3152  Surname2       8.07           
Name2691  Surname1       8.07           
Name9214  Surname2       8.07           
Name1904  Surname2       8.06           
Name315   Surname1       8.06           
Name3267  Surname1       8.06           
Name4911  Surname1       8.06           
Name3767  Surname1       8.06           
Name4325  Surname1       8.06           
Name5304  Surname2       8.06           
Name1898  Surname2       8.06           
Name8176  Surname2       8.06           
Name2639  Surname1       8.06           
Name5527  Surname1       8.06           
Name2878  Surname2       8.06           
Name2739  Surname1       8.06           
Name365   Surname1       8.06           
Name670   Surname2       8.06           
Name14    Surname2       8.05           
Name4835  Surname1       8.05           
Name6313  Surname1       8.05           
Name5620  Surname2       8.05           
Name8301  Surname1       8.05           
Name6468  Surname2       8.05           
Name8581  Surname1       8.05           
Name5993  Surname1       8.05           
Name8915  Surname1       8.05           
Name2072  Surname2       8.05           
Name3260  Surname2       8.05           
Name4650  Surname2       8.05           
Name1563  Surname1       8.04           
Name234   Surname2       8.04           
Name2099  Surname1       8.04           
Name6464  Surname2       8.04           
Name5312  Surname2       8.04           
Name5146  Surname2       8.04           
Name7046  Surname2       8.04           
Name6492  Surname2       8.04           
Name6695  Surname1       8.04           
Name9392  Surname2       8.04           
Name3991  Surname1       8.04           
Name3816  Surname2       8.04           
Name2298  Surname2       8.04           
Name3042  Surname2       8.04           
Name828   Surname2       8.04           
Name7632  Surname2       8.04           
Name1003  Surname1       8.03           
Name1745  Surname1       8.03           
Name9505  Surname1       8.03           
Name3918  Surname2       8.03           
Name7024  Surname2       8.03           
Name4729  Surname1       8.03           
Name8733  Surname1       8.03           
Name2965  Surname1       8.03           
Name5459  Surname1       8.03           
Name1297  Surname1       8.03           
Name8384  Surname2       8.03           
Name5496  Surname2       8.03           
Name598   Surname2       8.03           
Name1153  Surname1       8.02           
Name443   Surname1       8.02           
Name9251  Surname1       8.02           
Name1025  Surname1       8.02           
Name7887  Surname1       8.02           
Name9657  Surname1       8.02           
Name3782  Surname2       8.02           
Name712   Surname2       8.01           
Name1294  Surname2       8.01           
Name8423  Surname1       8.01           
Name7687  Surname1       8.01           
Name5674  Surname2       8.01           
Name6863  Surname1       8.01           
Name2479  Surname1       8.01           
Name9670  Surname2       8.01           
Name5798  Surname2       8.01           
Name6976  Surname2       8.01           
Name9010  Surname2       8.01           
Name6032  Surname2       8.01           
Name3395  Surname1       8.01           
Name5948  Surname2       8.01           
Name7519  Surname1       8.01           
Name101   Surname1       8.00           
Name4784  Surname2       8.00           
Name6708  Surname2       8.00           
Name7025  Surname1       8.00           
Name9159  Surname1       8.00           
Name8813  Surname1       8.00           
Name6036  Surname2       7.99           
Name3990  Surname2       7.99           
Name2528  Surname2       7.99           
Name6874  Surname2       7.99           
Name4173  Surname1       7.99           
Name4739  Surname1       7.99           
Name4334  Surname2       7.99           
Name518   Surname2       7.99           
Name5582  Surname2       7.98           
Name5162  Surname2       7.98           
Name8074  Surname2       7.98           
Name8602  Surname2       7.98           
Name2207  Surname1       7.98           
Name3825  Surname1       7.98           
Name5799  Surname1       7.98           
Name7525  Surname1       7.98           
Name9801  Surname1       7.98           
Name3957  Surname1       7.98           
Name172   Surname2       7.98           
Name5267  Surname1       7.98           
Name569   Surname1       7.98           
Name3154  Surname2       7.98           
Name25    Surname1       7.97           
Name2817  Surname1       7.97           
Name3508  Surname2       7.97           
Name9827  Surname1       7.97           
Name3504  Surname2       7.97           
Name5844  Surname2       7.97           
Name5040  Surname2       7.97           
Name2111  Surname1       7.97           
Name1291  Surname1       7.96           
Name462   Surname2       7.96           
Name5956  Surname2       7.96           
Name1357  Surname1       7.96           
Name8674  Surname2       7.96           
Name3962  Surname2       7.96           
Name2924  Surname2       7.96           
Name8178  Surname2       7.96           
Name9283  Surname1       7.96           
Name5064  Surname2       7.96           
Name2324  Surname2       7.96           
Name6892  Surname2       7.96           
Name3699  Surname1       7.96           
Name3560  Surname2       7.95           
Name2598  Surname2       7.95           
Name1430  Surname2       7.95           
Name2818  Surname2       7.95           
Name7913  Surname1       7.95           
Name6855  Surname1       7.95           
Name9720  Surname2       7.95           
Name2604  Surname2       7.95           
Name6946  Surname2       7.95           
Name556   Surname2       7.95           
Name2500  Surname2       7.95           
Name2329  Surname1       7.95           
Name9140  Surname2       7.95           
Name7843  Surname1       7.95           
Name1062  Surname2       7.95           
Name807   Surname1       7.95           
Name2676  Surname2       7.95           
Name5908  Surname2       7.95           
Name247   Surname1       7.95           
Name8437  Surname1       7.95           
Name1802  Surname2       7.95           
Name7149  Surname1       7.95           
Name9371  Surname1       7.94           
Name2230  Surname2       7.94           
Name8593  Surname1       7.94           
Name8588  Surname2       7.94           
Name8007  Surname1       7.94           
Name7840  Surname2       7.94           
Name422   Surname2       7.94           
Name9597  Surname1       7.94           
Name8749  Surname1       7.94           
Name9894  Surname2       7.94           
Name1934  Surname2       7.93           
Name9453  Surname1       7.93           
Name4925  Surname1       7.93           
Name3609  Surname1       7.93           
Name1374  Surname2       7.93           
Name6084  Surname2       7.93           
Name6560  Surname2       7.93           
Name9716  Surname2       7.92           
Name884   Surname2       7.92           
Name4644  Surname2       7.92           
Name7423  Surname1       7.92           
Name6330  Surname2       7.92           
Name7907  Surname1       7.92           
Name1178  Surname2       7.92           
Name6108  Surname2       7.92           
Name8103  Surname1       7.92           
Name5487  Surname1       7.92           
Name8747  Surname1       7.92           
Name9688  Surname2       7.92           
Name5856  Surname2       7.92           
Name3607  Surname1       7.91           
Name9061  Surname1       7.91           
Name5165  Surname1       7.91           
Name4575  Surname1       7.91           
Name7892  Surname2       7.91           
Name3404  Surname2       7.91           
Name3039  Surname1       7.91           
Name9538  Surname2       7.91           
Name6726  Surname2       7.91           
Name8686  Surname2       7.91           
Name2316  Surname2       7.91           
Name3457  Surname1       7.91           
Name4777  Surname1       7.91           
Name6490  Surname2       7.91           
Name9017  Surname1       7.91           
Name5057  Surname1       7.91           
Name987   Surname1       7.91           
Name4593  Surname1       7.91           
Name180   Surname2       7.90           
Name5337  Surname1       7.90           
Name1851  Surname1       7.90           
Name9172  Surname2       7.90           
Name2223  Surname1       7.90           
Name2627  Surname1       7.90           
Name7402  Surname2       7.90           
Name7395  Surname1       7.90           
Name904   Surname2       7.90           
Name6071  Surname1       7.89           
Name2647  Surname1       7.89           
Name2624  Surname2       7.89           
Name7812  Surname2       7.89           
Name2750  Surname2       7.89           
Name7717  Surname1       7.89           
Name766   Surname2       7.89           
Name8149  Surname1       7.89           
Name8584  Surname2       7.89           
Name3065  Surname1       7.89           
Name1653  Surname1       7.89           
Name5817  Surname1       7.89           
Name9409  Surname1       7.89           
Name2330  Surname2       7.89           
Name686   Surname2       7.89           
Name5083  Surname1       7.89           
Name7074  Surname2       7.89           
Name1755  Surname1       7.88           
Name1402  Surname2       7.88           
Name8946  Surname2       7.88           
Name685   Surname1       7.88           
Name5808  Surname2       7.88           
Name1266  Surname2       7.88           
Name4290  Surname2       7.88           
Name729   Surname1       7.88           
Name7174  Surname2       7.88           
Name3365  Surname1       7.88           
Name5562  Surname2       7.88           
Name4446  Surname2       7.88           
Name9976  Surname2       7.88           
Name9948  Surname2       7.88           
Name8786  Surname2       7.88           
Name7015  Surname1       7.88           
Name2758  Surname2       7.88           
Name9546  Surname2       7.88           
Name5447  Surname1       7.87           
Name6371  Surname1       7.87           
Name2079  Surname1       7.87           
Name4889  Surname1       7.87           
Name1797  Surname1       7.87           
Name7481  Surname1       7.87           
Name2506  Surname2       7.87           
Name559   Surname1       7.87           
Name3499  Surname1       7.87           
Name1883  Surname1       7.87           
Name3682  Surname2       7.87           
Name7503  Surname1       7.87           
Name3941  Surname1       7.87           
Name9003  Surname1       7.86           
Name8938  Surname2       7.86           
Name138   Surname2       7.86           
Name1232  Surname2       7.86           
Name5201  Surname1       7.86           
Name2771  Surname1       7.86           
Name366   Surname2       7.86           
Name2125  Surname1       7.86           
Name7831  Surname1       7.86           
Name3144  Surname2       7.86           
Name6605  Surname1       7.86           
Name482   Surname2       7.86           
Name7695  Surname1       7.86           
Name4413  Surname1       7.85           
Name9841  Surname1       7.85           
Name4992  Surname2       7.85           
Name4049  Surname1       7.85           
Name3408  Surname2       7.85           
Name504   Surname2       7.85           
Name7071  Surname1       7.85           
Name5200  Surname2       7.85           
Name2861  Surname1       7.85           
Name8670  Surname2       7.85           
Name3436  Surname2       7.85           
Name5927  Surname1       7.85           
Name6949  Surname1       7.84           
Name6865  Surname1       7.84           
Name2280  Surname2       7.84           
Name1763  Surname1       7.84           
Name1450  Surname2       7.84           
Name9997  Surname1       7.84           
Name3543  Surname1       7.84           
Name322   Surname2       7.84           
Name6163  Surname1       7.84           
Name5225  Surname1       7.84           
Name1093  Surname1       7.84           
Name847   Surname1       7.84           
Name2236  Surname2       7.84           
Name7883  Surname1       7.84           
Name1323  Surname1       7.84           
Name5325  Surname1       7.84           
Name5935  Surname1       7.84           
Name6157  Surname1       7.84           
Name3219  Surname1       7.84           
Name6314  Surname2       7.84           
Name6445  Surname1       7.84           
Name5679  Surname1       7.84           
Name2477  Surname1       7.84           
Name719   Surname1       7.83           
Name9348  Surname2       7.83           
Name8933  Surname1       7.83           
Name9949  Surname1       7.83           
Name2717  Surname1       7.83           
Name1660  Surname2       7.83           
Name5455  Surname1       7.83           
Name3119  Surname1       7.83           
Name6221  Surname1       7.82           
Name9792  Surname2       7.82           
Name7210  Surname2       7.82           
Name9914  Surname2       7.82           
Name2766  Surname2       7.82           
Name8962  Surname2       7.82           
Name3592  Surname2       7.82           
Name896   Surname2       7.82           
Name5338  Surname2       7.82           
Name5113  Surname1       7.82           
Name9859  Surname1       7.82           
Name1059  Surname1       7.81           
Name2731  Surname1       7.81           
Name6347  Surname1       7.81           
Name7143  Surname1       7.81           
Name3059  Surname1       7.81           
