Name      Surname   FinalGrade
Name4957  Surname1       8.25           
Name4075  Surname1       8.25           
Name6455  Surname1       8.25           
Name8747  Surname1       8.25           
Name3782  Surname2       8.25           
Name4777  Surname1       8.25           
Name4907  Surname1       8.24           
Name3307  Surname1       8.24           
Name2723  Surname1       8.24           
Name9657  Surname1       8.24           
Name1341  Surname1       8.24           
Name9280  Surname2       8.24           
Name7415  Surname1       8.24           
Name2037  Surname1       8.24           
Name4086  Surname2       8.24           
Name9276  Surname2       8.24           
Name5115  Surname1       8.23           
Name5242  Surname2       8.23           
Name3265  Surname1       8.23           
Name6483  Surname1       8.23           
Name9418  Surname2       8.23           
Name9159  Surname1       8.23           
Name3957  Surname1       8.23           
Name5164  Surname2       8.22           
Name2115  Surname1       8.22           
Name3828  Surname2       8.22           
Name472   Surname2       8.22           
Name5081  Surname1       8.22           
Name7849  Surname1       8.22           
Name9843  Surname1       8.22           
Name5411  Surname1       8.22           
Name238   Surname2       8.22           
Name4220  Surname2       8.22           
Name6881  Surname1       8.22           
Name5116  Surname2       8.22           
Name8922  Surname2       8.22           
Name671   Surname1       8.21           
Name4414  Surname2       8.21           
Name1916  Surname2       8.21           
Name1676  Surname2       8.21           
Name600   Surname2       8.21           
Name8540  Surname2       8.21           
Name5914  Surname2       8.21           
Name9622  Surname2       8.21           
Name2183  Surname1       8.21           
Name1506  Surname2       8.21           
Name8411  Surname1       8.21           
Name6071  Surname1       8.21           
Name217   Surname1       8.21           
Name8181  Surname1       8.20           
Name2845  Surname1       8.20           
Name3699  Surname1       8.20           
Name3991  Surname1       8.20           
Name563   Surname1       8.20           
Name5958  Surname2       8.20           
Name9332  Surname2       8.20           
Name156   Surname2       8.20           
Name5652  Surname2       8.20           
Name9779  Surname1       8.20           
Name2818  Surname2       8.20           
Name7557  Surname1       8.20           
Name9048  Surname2       8.19           
Name2997  Surname1       8.19           
Name6340  Surname2       8.19           
Name6258  Surname2       8.19           
Name9693  Surname1       8.19           
Name6439  Surname1       8.19           
Name5487  Surname1       8.18           
Name5276  Surname2       8.18           
Name9670  Surname2       8.18           
Name5359  Surname1       8.18           
Name1994  Surname2       8.18           
Name5735  Surname1       8.18           
Name9694  Surname2       8.18           
Name8670  Surname2       8.18           
Name2890  Surname2       8.18           
Name9996  Surname2       8.17           
Name4297  Surname1       8.17           
Name6890  Surname2       8.17           
Name3563  Surname1       8.17           
Name9796  Surname2       8.17           
Name8112  Surname2       8.17           
Name9122  Surname2       8.17           
Name7015  Surname1       8.17           
Name1430  Surname2       8.17           
Name5627  Surname1       8.17           
Name9079  Surname1       8.17           
Name6942  Surname2       8.16           
Name716   Surname2       8.16           
Name7823  Surname1       8.16           
Name9791  Surname1       8.16           
Name8793  Surname1       8.16           
Name2509  Surname1       8.16           
Name2696  Surname2       8.16           
Name2833  Surname1       8.16           
Name5734  Surname2       8.16           
Name14    Surname2       8.16           
Name296   Surname2       8.16           
Name1752  Surname2       8.16           
Name8933  Surname1       8.16           
Name6870  Surname2       8.15           
Name9027  Surname1       8.15           
Name6035  Surname1       8.15           
Name7915  Surname1       8.15           
Name2272  Surname2       8.15           
Name306   Surname2       8.15           
Name5064  Surname2       8.15           
Name5871  Surname1       8.15           
Name9760  Surname2       8.15           
Name4508  Surname2       8.15           
Name6708  Surname2       8.15           
Name7843  Surname1       8.15           
Name4049  Surname1       8.15           
Name1802  Surname2       8.15           
Name7149  Surname1       8.15           
Name1755  Surname1       8.15           
Name877   Surname1       8.15           
Name6213  Surname1       8.14           
Name366   Surname2       8.14           
Name6695  Surname1       8.14           
Name5304  Surname2       8.14           
Name3583  Surname1       8.14           
Name1054  Surname2       8.14           
Name5423  Surname1       8.14           
Name8978  Surname2       8.14           
Name1733  Surname1       8.14           
Name3436  Surname2       8.14           
Name6986  Surname2       8.14           
Name647   Surname1       8.14           
Name9663  Surname1       8.14           
Name181   Surname1       8.14           
Name5948  Surname2       8.14           
Name7445  Surname1       8.13           
Name2273  Surname1       8.13           
Name9597  Surname1       8.13           
Name1491  Surname1       8.13           
Name2861  Surname1       8.13           
Name7503  Surname1       8.13           
Name4051  Surname1       8.13           
Name6380  Surname2       8.13           
Name8046  Surname2       8.13           
Name5162  Surname2       8.13           
Name1814  Surname2       8.13           
Name1374  Surname2       8.12           
Name8802  Surname2       8.12           
Name6576  Surname2       8.12           
Name6223  Surname1       8.12           
Name8364  Surname2       8.12           
Name8000  Surname2       8.12           
Name1345  Surname1       8.12           
Name4984  Surname2       8.12           
Name9975  Surname1       8.12           
Name2623  Surname1       8.12           
Name5744  Surname2       8.12           
Name9568  Surname2       8.12           
Name1121  Surname1       8.12           
Name315   Surname1       8.12           
Name8992  Surname2       8.12           
Name1797  Surname1       8.12           
Name1758  Surname2       8.12           
Name6126  Surname2       8.12           
Name6537  Surname1       8.11           
Name1919  Surname1       8.11           
Name8939  Surname1       8.11           
Name1236  Surname2       8.11           
Name5643  Surname1       8.11           
Name415   Surname1       8.11           
Name5856  Surname2       8.11           
Name9429  Surname1       8.11           
Name1297  Surname1       8.11           
Name1376  Surname2       8.10           
Name4835  Surname1       8.10           
Name4729  Surname1       8.10           
Name3524  Surname2       8.10           
Name2330  Surname2       8.10           
Name2079  Surname1       8.10           
Name5946  Surname2       8.10           
Name5343  Surname1       8.10           
Name2988  Surname2       8.10           
Name2111  Surname1       8.10           
Name1051  Surname1       8.10           
Name4373  Surname1       8.10           
Name2761  Surname1       8.09           
Name4334  Surname2       8.09           
Name6897  Surname1       8.09           
Name9311  Surname1       8.09           
Name4613  Surname1       8.09           
Name1934  Surname2       8.09           
Name2270  Surname2       8.09           
Name1107  Surname1       8.09           
Name2315  Surname1       8.09           
Name9060  Surname2       8.09           
Name3592  Surname2       8.08           
Name4413  Surname1       8.08           
Name944   Surname2       8.08           
Name1833  Surname1       8.08           
Name788   Surname2       8.08           
Name9534  Surname2       8.08           
Name5339  Surname1       8.08           
Name1783  Surname1       8.08           
Name9411  Surname1       8.08           
Name2552  Surname2       8.08           
Name8531  Surname1       8.08           
Name3154  Surname2       8.08           
Name443   Surname1       8.08           
Name603   Surname1       8.08           
Name3316  Surname2       8.07           
Name5337  Surname1       8.07           
Name8218  Surname2       8.07           
Name430   Surname2       8.07           
Name4740  Surname2       8.07           
Name3267  Surname1       8.07           
Name7217  Surname1       8.07           
Name6059  Surname1       8.07           
Name7249  Surname1       8.07           
Name3568  Surname2       8.07           
Name3388  Surname2       8.07           
Name1091  Surname1       8.07           
Name1651  Surname1       8.06           
Name5302  Surname2       8.06           
Name8487  Surname1       8.06           
Name2335  Surname1       8.06           
Name7759  Surname1       8.06           
Name9217  Surname1       8.06           
Name8103  Surname1       8.06           
Name3474  Surname2       8.06           
Name8957  Surname1       8.06           
Name3547  Surname1       8.06           
Name3373  Surname1       8.06           
Name6685  Surname1       8.06           
Name7633  Surname1       8.06           
Name7798  Surname2       8.05           
Name3214  Surname2       8.05           
Name240   Surname2       8.05           
Name172   Surname2       8.05           
Name1786  Surname2       8.05           
Name9720  Surname2       8.05           
Name3941  Surname1       8.05           
Name5925  Surname1       8.05           
Name8891  Surname1       8.05           
Name6201  Surname1       8.05           
Name5087  Surname1       8.05           
Name9573  Surname1       8.04           
Name8641  Surname1       8.04           
Name8866  Surname2       8.04           
Name5699  Surname1       8.04           
Name5568  Surname2       8.04           
Name4650  Surname2       8.04           
Name630   Surname2       8.04           
Name1778  Surname2       8.04           
Name7412  Surname2       8.04           
Name2758  Surname2       8.04           
Name2454  Surname2       8.04           
Name1649  Surname1       8.04           
Name8845  Surname1       8.03           
Name3152  Surname2       8.03           
Name9059  Surname1       8.03           
Name3857  Surname1       8.03           
Name5404  Surname2       8.03           
Name7480  Surname2       8.03           
Name2260  Surname2       8.03           
Name6036  Surname2       8.03           
Name4596  Surname2       8.03           
Name5215  Surname1       8.03           
Name4200  Surname2       8.03           
Name5424  Surname2       8.03           
Name1375  Surname1       8.03           
Name2615  Surname1       8.03           
Name4112  Surname2       8.03           
Name9885  Surname1       8.03           
Name1763  Surname1       8.02           
Name3527  Surname1       8.02           
Name2735  Surname1       8.02           
Name5924  Surname2       8.02           
Name1613  Surname1       8.02           
Name8265  Surname1       8.02           
Name9943  Surname1       8.02           
Name2178  Surname2       8.02           
Name2255  Surname1       8.02           
Name1488  Surname2       8.02           
Name6464  Surname2       8.02           
Name7216  Surname2       8.02           
Name5146  Surname2       8.02           
Name8482  Surname2       8.02           
Name5356  Surname2       8.02           
Name6835  Surname1       8.02           
Name4547  Surname1       8.02           
Name987   Surname1       8.01           
Name1898  Surname2       8.01           
Name5620  Surname2       8.01           
Name1371  Surname1       8.01           
Name9801  Surname1       8.01           
Name2659  Surname1       8.01           
Name518   Surname2       8.01           
Name683   Surname1       8.01           
Name4911  Surname1       8.01           
Name8303  Surname1       8.01           
Name4528  Surname2       8.01           
Name8519  Surname1       8.01           
Name5927  Surname1       8.00           
Name8797  Surname1       8.00           
Name6805  Surname1       8.00           
Name7023  Surname1       8.00           
Name9859  Surname1       8.00           
Name8007  Surname1       8.00           
Name7573  Surname1       8.00           
Name4954  Surname2       8.00           
Name2957  Surname1       8.00           
Name954   Surname2       8.00           
Name7471  Surname1       8.00           
Name9948  Surname2       8.00           
Name6475  Surname1       8.00           
Name6242  Surname2       8.00           
Name4685  Surname1       7.99           
Name25    Surname1       7.99           
Name5994  Surname2       7.99           
Name9997  Surname1       7.99           
Name2506  Surname2       7.99           
Name559   Surname1       7.99           
Name3705  Surname1       7.99           
Name620   Surname2       7.99           
Name2147  Surname1       7.98           
Name97    Surname1       7.98           
Name9453  Surname1       7.98           
Name4784  Surname2       7.98           
Name3499  Surname1       7.98           
Name2109  Surname1       7.98           
Name1126  Surname2       7.98           
Name5580  Surname2       7.98           
Name2500  Surname2       7.97           
Name6468  Surname2       7.97           
Name3022  Surname2       7.97           
Name1174  Surname2       7.97           
Name8329  Surname1       7.97           
Name9214  Surname2       7.97           
Name1117  Surname1       7.97           
Name1232  Surname2       7.97           
Name9952  Surname2       7.97           
Name1538  Surname2       7.96           
Name655   Surname1       7.96           
Name482   Surname2       7.96           
Name4560  Surname2       7.96           
Name4709  Surname1       7.96           
Name3794  Surname2       7.96           
Name5201  Surname1       7.96           
Name9731  Surname1       7.96           
Name9838  Surname2       7.96           
Name9746  Surname2       7.96           
Name3725  Surname1       7.96           
Name4421  Surname1       7.95           
Name3663  Surname1       7.95           
Name7527  Surname1       7.95           
Name2280  Surname2       7.95           
Name9462  Surname2       7.95           
Name9983  Surname1       7.95           
Name7450  Surname2       7.95           
Name8074  Surname2       7.95           
Name9751  Surname1       7.95           
Name9407  Surname1       7.95           
Name7031  Surname1       7.95           
Name710   Surname2       7.95           
Name4779  Surname1       7.95           
Name1749  Surname1       7.95           
Name8581  Surname1       7.95           
Name5602  Surname2       7.95           
Name2965  Surname1       7.95           
Name3168  Surname2       7.94           
Name351   Surname1       7.94           
Name9827  Surname1       7.94           
Name1165  Surname1       7.94           
Name7307  Surname1       7.94           
Name8378  Surname2       7.94           
Name4309  Surname1       7.94           
Name3234  Surname2       7.94           
Name828   Surname2       7.94           
Name7074  Surname2       7.94           
Name6892  Surname2       7.94           
Name6466  Surname2       7.94           
Name5862  Surname2       7.94           
Name7892  Surname2       7.94           
Name2717  Surname1       7.94           
Name766   Surname2       7.94           
Name8423  Surname1       7.94           
Name2869  Surname1       7.93           
Name7300  Surname2       7.93           
Name3174  Surname2       7.93           
Name6490  Surname2       7.93           
Name8454  Surname2       7.93           
Name5289  Surname1       7.93           
Name2896  Surname2       7.93           
Name9913  Surname1       7.93           
Name3617  Surname1       7.93           
Name3933  Surname1       7.93           
Name6746  Surname2       7.93           
Name1237  Surname1       7.93           
Name4506  Surname2       7.93           
Name3404  Surname2       7.93           
Name9914  Surname2       7.92           
Name896   Surname2       7.92           
Name7008  Surname2       7.92           
Name780   Surname2       7.92           
Name6624  Surname2       7.92           
Name2200  Surname2       7.92           
Name101   Surname1       7.92           
Name7967  Surname1       7.92           
Name8176  Surname2       7.92           
Name7526  Surname2       7.92           
Name2766  Surname2       7.92           
Name4955  Surname1       7.91           
Name3609  Surname1       7.91           
Name8593  Surname1       7.91           
Name2016  Surname2       7.91           
Name3962  Surname2       7.91           
Name5762  Surname2       7.91           
Name1059  Surname1       7.91           
Name439   Surname1       7.91           
Name7215  Surname1       7.91           
Name8582  Surname2       7.91           
Name9085  Surname1       7.91           
Name5126  Surname2       7.91           
Name2647  Surname1       7.91           
Name2655  Surname1       7.91           
Name221   Surname1       7.91           
Name864   Surname2       7.90           
Name8844  Surname2       7.90           
Name5832  Surname2       7.90           
Name3668  Surname2       7.90           
Name8586  Surname2       7.90           
Name5027  Surname1       7.90           
Name9520  Surname2       7.90           
Name7859  Surname1       7.90           
Name4974  Surname2       7.90           
Name3061  Surname1       7.90           
Name6276  Surname2       7.90           
Name504   Surname2       7.89           
Name3508  Surname2       7.89           
Name8942  Surname2       7.89           
Name133   Surname1       7.89           
Name9992  Surname2       7.89           
Name7107  Surname1       7.89           
Name7812  Surname2       7.89           
Name729   Surname1       7.89           
Name9978  Surname2       7.89           
Name5022  Surname2       7.89           
Name3042  Surname2       7.89           
Name1291  Surname1       7.89           
Name6910  Surname2       7.89           
Name6221  Surname1       7.89           
Name627   Surname1       7.88           
Name9099  Surname1       7.88           
Name2358  Surname2       7.88           
Name7321  Surname1       7.88           
Name5459  Surname1       7.88           
Name8232  Surname2       7.88           
Name6096  Surname2       7.88           
Name7497  Surname1       7.88           
Name6605  Surname1       7.88           
Name5152  Surname2       7.88           
Name5936  Surname2       7.88           
Name7174  Surname2       7.88           
Name1357  Surname1       7.88           
Name7143  Surname1       7.88           
Name6305  Surname1       7.87           
Name508   Surname2       7.87           
Name970   Surname2       7.87           
Name9198  Surname2       7.87           
Name8301  Surname1       7.87           
Name5844  Surname2       7.87           
Name8424  Surname2       7.87           
Name4889  Surname1       7.87           
Name1036  Surname2       7.87           
Name4536  Surname2       7.87           
Name692   Surname2       7.87           
Name8156  Surname2       7.87           
Name8962  Surname2       7.87           
Name5720  Surname2       7.87           
Name5284  Surname2       7.86           
Name1402  Surname2       7.86           
Name5908  Surname2       7.86           
Name6795  Surname1       7.86           
Name8749  Surname1       7.86           
Name904   Surname2       7.86           
Name9469  Surname1       7.86           
Name2639  Surname1       7.86           
Name7706  Surname2       7.86           
Name3947  Surname1       7.86           
Name9003  Surname1       7.86           
Name6855  Surname1       7.85           
Name7883  Surname1       7.85           
Name9977  Surname1       7.85           
Name7481  Surname1       7.85           
Name6139  Surname1       7.85           
Name1704  Surname2       7.85           
Name2878  Surname2       7.85           
Name5709  Surname1       7.85           
Name6782  Surname2       7.85           
Name2810  Surname2       7.84           
Name6319  Surname1       7.84           
Name1391  Surname1       7.84           
Name8686  Surname2       7.84           
Name3026  Surname2       7.84           
Name3467  Surname1       7.84           
Name1104  Surname2       7.84           
Name4616  Surname2       7.84           
Name10    Surname2       7.84           
Name884   Surname2       7.84           
Name2072  Surname2       7.84           
Name2634  Surname2       7.84           
Name5750  Surname2       7.84           
Name5165  Surname1       7.83           
Name3204  Surname2       7.83           
Name8283  Surname1       7.83           
Name7878  Surname2       7.83           
Name118   Surname2       7.83           
Name9701  Surname1       7.83           
Name8348  Surname2       7.83           
Name4593  Surname1       7.83           
Name2730  Surname2       7.83           
Name340   Surname2       7.83           
Name1146  Surname2       7.83           
Name281   Surname1       7.83           
Name8247  Surname1       7.83           
Name138   Surname2       7.83           
Name8049  Surname1       7.83           
Name5674  Surname2       7.83           
Name3260  Surname2       7.83           
Name5901  Surname1       7.83           
Name5973  Surname1       7.82           
Name2589  Surname1       7.82           
Name1851  Surname1       7.82           
Name98    Surname2       7.82           
Name262   Surname2       7.82           
Name2817  Surname1       7.82           
Name1222  Surname2       7.82           
Name9623  Surname1       7.82           
Name849   Surname1       7.82           
Name4575  Surname1       7.82           
Name1018  Surname2       7.82           
Name6157  Surname1       7.82           
Name8748  Surname2       7.81           
Name4676  Surname2       7.81           
Name2324  Surname2       7.81           
Name7830  Surname2       7.81           
Name556   Surname2       7.81           
Name2752  Surname2       7.81           
Name5540  Surname2       7.81           
Name5191  Surname1       7.81           
Name4683  Surname1       7.81           
Name6953  Surname1       7.81           
Name3460  Surname2       7.81           
Name9902  Surname2       7.81           
Name5761  Surname1       7.81           
Name5325  Surname1       7.81           
Name7383  Surname1       7.81           
Name1013  Surname1       7.80           
Name4071  Surname1       7.80           
Name3059  Surname1       7.80           
Name1696  Surname2       7.80           
Name7024  Surname2       7.80           
Name6744  Surname2       7.80           
Name1555  Surname1       7.80           
Name2860  Surname2       7.80           
Name9533  Surname1       7.80           
Name2154  Surname2       7.80           
Name1681  Surname1       7.80           
Name365   Surname1       7.80           
Name8127  Surname1       7.80           
Name693   Surname1       7.80           
Name234   Surname2       7.80           
Name3330  Surname2       7.80           
Name2469  Surname1       7.80           
Name5889  Surname1       7.79           
Name2946  Surname2       7.79           
Name2924  Surname2       7.79           
Name694   Surname2       7.79           
Name9371  Surname1       7.79           
Name3219  Surname1       7.79           
Name9940  Surname2       7.79           
Name2489  Surname1       7.79           
Name6371  Surname1       7.79           
Name9392  Surname2       7.79           
Name7344  Surname2       7.79           
Name4797  Surname1       7.79           
Name7685  Surname1       7.79           
Name3806  Surname2       7.79           
Name2341  Surname1       7.79           
Name8645  Surname1       7.78           
Name7071  Surname1       7.78           
Name6108  Surname2       7.78           
Name3165  Surname1       7.78           
Name5369  Surname1       7.78           
Name893   Surname1       7.78           
Name7154  Surname2       7.78           
Name5267  Surname1       7.78           
Name2771  Surname1       7.78           
Name6794  Surname2       7.78           
Name1258  Surname2       7.78           
Name2604  Surname2       7.78           
Name8149  Surname1       7.78           
Name9440  Surname2       7.78           
Name1909  Surname1       7.78           
Name6111  Surname1       7.78           
Name4325  Surname1       7.77           
Name7701  Surname1       7.77           
Name9510  Surname2       7.77           
Name6072  Surname2       7.77           
Name6145  Surname1       7.77           
Name6915  Surname1       7.77           
Name462   Surname2       7.77           
Name2822  Surname2       7.77           
Name9945  Surname1       7.77           
Name8669  Surname1       7.77           
Name2486  Surname2       7.77           
Name81    Surname1       7.77           
Name9709  Surname1       7.77           
Name6971  Surname1       7.76           
Name1559  Surname1       7.76           
Name4644  Surname2       7.76           
Name7957  Surname1       7.76           
Name2479  Surname1       7.76           
Name3691  Surname1       7.76           
Name9330  Surname2       7.76           
Name3457  Surname1       7.76           
Name9386  Surname2       7.76           
Name2691  Surname1       7.75           
Name3465  Surname1       7.75           
Name6326  Surname2       7.75           
Name495   Surname1       7.75           
Name6546  Surname2       7.75           
Name9464  Surname2       7.75           
Name4558  Surname2       7.75           
Name7525  Surname1       7.75           
Name5512  Surname2       7.75           
Name6864  Surname2       7.75           
Name5808  Surname2       7.75           
Name3320  Surname2       7.75           
Name705   Surname1       7.74           
Name6970  Surname2       7.74           
Name6533  Surname1       7.74           
Name4446  Surname2       7.74           
Name5258  Surname2       7.74           
Name2236  Surname2       7.74           
Name8246  Surname2       7.74           
Name9761  Surname1       7.74           
Name422   Surname2       7.74           
Name6863  Surname1       7.74           
Name4603  Surname1       7.74           
Name2700  Surname2       7.74           
Name2316  Surname2       7.74           
Name8662  Surname2       7.74           
Name7687  Surname1       7.74           
Name2129  Surname1       7.74           
Name469   Surname1       7.74           
Name3990  Surname2       7.74           
Name5295  Surname1       7.73           
Name7907  Surname1       7.73           
Name541   Surname1       7.73           
Name4708  Surname2       7.73           
Name2453  Surname1       7.73           
Name3598  Surname2       7.73           
Name687   Surname1       7.73           
Name9700  Surname2       7.73           
Name2230  Surname2       7.73           
Name4942  Surname2       7.73           
Name4097  Surname1       7.73           
Name526   Surname2       7.73           
Name141   Surname1       7.73           
Name9806  Surname2       7.73           
Name8711  Surname1       7.73           
Name6356  Surname2       7.73           
Name5874  Surname2       7.73           
Name1685  Surname1       7.73           
Name2750  Surname2       7.73           
