Name      Surname   FinalGrade
Name8011  Surname1       4.92           
Name917   Surname1       4.92           
Name3894  Surname2       4.92           
Name1521  Surname1       4.91           
Name5894  Surname2       4.91           
Name403   Surname1       4.91           
Name432   Surname2       4.91           
Name802   Surname2       4.91           
Name8030  Surname2       4.91           
Name965   Surname1       4.91           
Name8767  Surname1       4.91           
Name5533  Surname1       4.91           
Name2250  Surname2       4.91           
Name3855  Surname1       4.91           
Name1743  Surname1       4.91           
Name3843  Surname1       4.91           
Name9764  Surname2       4.91           
Name3107  Surname1       4.91           
Name8374  Surname2       4.91           
Name2052  Surname2       4.91           
Name8330  Surname2       4.91           
Name5494  Surname2       4.91           
Name2503  Surname1       4.91           
Name8204  Surname2       4.90           
Name7122  Surname2       4.90           
Name2518  Surname2       4.90           
Name7172  Surname2       4.90           
Name8795  Surname1       4.90           
Name7227  Surname1       4.90           
Name6272  Surname2       4.90           
Name6415  Surname1       4.90           
Name9612  Surname2       4.90           
Name3692  Surname2       4.90           
Name8208  Surname2       4.90           
Name4474  Surname2       4.90           
Name4599  Surname1       4.90           
Name310   Surname2       4.90           
Name2020  Surname2       4.90           
Name3182  Surname2       4.90           
Name519   Surname1       4.90           
Name3011  Surname1       4.90           
Name3544  Surname2       4.89           
Name7630  Surname2       4.89           
Name7996  Surname2       4.89           
Name6633  Surname1       4.89           
Name2645  Surname1       4.89           
Name5093  Surname1       4.89           
Name8815  Surname1       4.89           
Name507   Surname1       4.89           
Name535   Surname1       4.89           
Name4286  Surname2       4.89           
Name4389  Surname1       4.89           
Name9112  Surname2       4.89           
Name4933  Surname1       4.89           
Name5795  Surname1       4.88           
Name699   Surname1       4.88           
Name2274  Surname2       4.88           
Name9461  Surname1       4.88           
Name252   Surname2       4.88           
Name703   Surname1       4.88           
Name7680  Surname2       4.88           
Name5688  Surname2       4.88           
Name4210  Surname2       4.88           
Name6524  Surname2       4.88           
Name8661  Surname1       4.88           
Name8175  Surname1       4.88           
Name5629  Surname1       4.88           
Name1337  Surname1       4.88           
Name1351  Surname1       4.88           
Name8356  Surname2       4.87           
Name9044  Surname2       4.87           
Name1317  Surname1       4.87           
Name1661  Surname1       4.87           
Name5444  Surname2       4.87           
Name9272  Surname2       4.87           
Name8851  Surname1       4.87           
Name6237  Surname1       4.87           
Name5593  Surname1       4.87           
Name36    Surname2       4.87           
Name2394  Surname2       4.87           
Name4452  Surname2       4.87           
Name1896  Surname2       4.87           
Name9381  Surname1       4.87           
Name8027  Surname1       4.87           
Name2888  Surname2       4.87           
Name216   Surname2       4.87           
Name9788  Surname2       4.87           
Name4988  Surname2       4.86           
Name9506  Surname2       4.86           
Name5680  Surname2       4.86           
Name6129  Surname1       4.86           
Name4686  Surname2       4.86           
Name6293  Surname1       4.86           
Name4300  Surname2       4.86           
Name5736  Surname2       4.86           
Name2807  Surname1       4.86           
Name6544  Surname2       4.85           
Name4471  Surname1       4.85           
Name8448  Surname2       4.85           
Name4768  Surname2       4.85           
Name3045  Surname1       4.85           
Name9550  Surname2       4.85           
Name6074  Surname2       4.85           
Name7276  Surname2       4.85           
Name8559  Surname1       4.85           
Name2882  Surname2       4.85           
Name2426  Surname2       4.85           
Name8020  Surname2       4.85           
Name4312  Surname2       4.85           
Name676   Surname2       4.85           
Name4254  Surname2       4.85           
Name9937  Surname1       4.84           
Name902   Surname2       4.84           
Name4504  Surname2       4.84           
Name7313  Surname1       4.84           
Name1078  Surname2       4.84           
Name3633  Surname1       4.84           
Name2044  Surname2       4.84           
Name7356  Surname2       4.84           
Name2576  Surname2       4.84           
Name5615  Surname1       4.84           
Name6235  Surname1       4.84           
Name921   Surname1       4.84           
Name5159  Surname1       4.84           
Name119   Surname1       4.84           
Name2511  Surname1       4.84           
Name5261  Surname1       4.84           
Name7403  Surname1       4.84           
Name2609  Surname1       4.84           
Name1157  Surname1       4.84           
Name5000  Surname2       4.84           
Name3472  Surname2       4.84           
Name2825  Surname1       4.84           
Name5608  Surname2       4.84           
Name6987  Surname1       4.84           
Name7469  Surname1       4.84           
Name9681  Surname1       4.84           
Name1531  Surname1       4.84           
Name4956  Surname2       4.84           
Name8219  Surname1       4.83           
Name3409  Surname1       4.83           
Name934   Surname2       4.83           
Name9065  Surname1       4.83           
Name9128  Surname2       4.83           
Name9941  Surname1       4.83           
Name1142  Surname2       4.83           
Name2816  Surname2       4.83           
Name4395  Surname1       4.83           
Name9186  Surname2       4.83           
Name8473  Surname1       4.83           
Name9425  Surname1       4.83           
Name7294  Surname2       4.83           
Name7104  Surname2       4.83           
Name7214  Surname2       4.83           
Name1325  Surname1       4.82           
Name6316  Surname2       4.82           
Name3309  Surname1       4.82           
Name352   Surname2       4.82           
Name4503  Surname1       4.82           
Name341   Surname1       4.82           
Name9228  Surname2       4.82           
Name4479  Surname1       4.82           
Name2871  Surname1       4.82           
Name4406  Surname2       4.82           
Name2962  Surname2       4.82           
Name6670  Surname2       4.82           
Name9325  Surname1       4.82           
Name3786  Surname2       4.82           
Name4649  Surname1       4.81           
Name8137  Surname1       4.81           
Name1330  Surname2       4.81           
Name2895  Surname1       4.81           
Name6170  Surname2       4.81           
Name4710  Surname2       4.81           
Name3385  Surname1       4.81           
Name1611  Surname1       4.81           
Name3226  Surname2       4.81           
Name5713  Surname1       4.81           
Name3020  Surname2       4.81           
Name2898  Surname2       4.81           
Name4785  Surname1       4.81           
Name2688  Surname2       4.80           
Name9666  Surname2       4.80           
Name7950  Surname2       4.80           
Name9518  Surname2       4.80           
Name4856  Surname2       4.80           
Name5094  Surname2       4.80           
Name4006  Surname2       4.80           
Name4615  Surname1       4.80           
Name9990  Surname2       4.80           
Name1048  Surname2       4.80           
Name5481  Surname1       4.80           
Name9268  Surname2       4.80           
Name8949  Surname1       4.80           
Name2276  Surname2       4.80           
Name3166  Surname2       4.79           
Name8579  Surname1       4.79           
Name8365  Surname1       4.79           
Name1729  Surname1       4.79           
Name1316  Surname2       4.79           
Name9430  Surname2       4.79           
Name3864  Surname2       4.79           
Name7898  Surname2       4.79           
Name2287  Surname1       4.79           
Name8574  Surname2       4.79           
Name4601  Surname1       4.79           
Name8914  Surname2       4.79           
Name2184  Surname2       4.79           
Name5020  Surname2       4.79           
Name7788  Surname2       4.79           
Name3239  Surname1       4.79           
Name5781  Surname1       4.79           
Name8243  Surname1       4.79           
Name9695  Surname1       4.79           
Name1095  Surname1       4.79           
Name3406  Surname2       4.79           
Name5321  Surname1       4.79           
Name6962  Surname2       4.78           
Name4212  Surname2       4.78           
Name8397  Surname1       4.78           
Name9911  Surname1       4.78           
Name1741  Surname1       4.78           
Name3432  Surname2       4.78           
Name8066  Surname2       4.78           
Name8565  Surname1       4.78           
Name832   Surname2       4.78           
Name7876  Surname2       4.78           
Name50    Surname2       4.78           
Name7332  Surname2       4.78           
Name1332  Surname2       4.78           
Name2217  Surname1       4.78           
Name6586  Surname2       4.78           
Name4766  Surname2       4.78           
Name4045  Surname1       4.78           
Name2690  Surname2       4.78           
Name517   Surname1       4.78           
Name4060  Surname2       4.78           
Name2910  Surname2       4.78           
Name5888  Surname2       4.77           
Name3202  Surname2       4.77           
Name2172  Surname2       4.77           
Name8091  Surname1       4.77           
Name157   Surname1       4.77           
Name9790  Surname2       4.77           
Name8855  Surname1       4.77           
Name7456  Surname2       4.77           
Name9476  Surname2       4.77           
Name4324  Surname2       4.77           
Name3801  Surname1       4.77           
Name8457  Surname1       4.77           
Name3308  Surname2       4.77           
Name2105  Surname1       4.77           
Name2038  Surname2       4.77           
Name2472  Surname2       4.77           
Name5855  Surname1       4.77           
Name1428  Surname2       4.77           
Name8552  Surname2       4.77           
Name6960  Surname2       4.77           
Name1422  Surname2       4.77           
Name8931  Surname1       4.77           
Name8521  Surname1       4.76           
Name2328  Surname2       4.76           
Name5524  Surname2       4.76           
Name6844  Surname2       4.76           
Name5909  Surname1       4.76           
Name7758  Surname2       4.76           
Name1183  Surname1       4.76           
Name9512  Surname2       4.76           
Name7528  Surname2       4.76           
Name8019  Surname1       4.76           
Name9719  Surname1       4.76           
Name4412  Surname2       4.76           
Name8050  Surname2       4.76           
Name2530  Surname2       4.76           
Name3064  Surname2       4.76           
Name663   Surname1       4.76           
Name2057  Surname1       4.76           
Name1372  Surname2       4.76           
Name5102  Surname2       4.76           
Name9737  Surname1       4.76           
Name6515  Surname1       4.76           
Name7474  Surname2       4.76           
Name2950  Surname2       4.76           
Name2096  Surname2       4.75           
Name831   Surname1       4.75           
Name6573  Surname1       4.75           
Name1664  Surname2       4.75           
Name5243  Surname1       4.75           
Name5584  Surname2       4.75           
Name892   Surname2       4.75           
Name1224  Surname2       4.75           
Name7599  Surname1       4.75           
Name773   Surname1       4.75           
Name4365  Surname1       4.75           
Name8963  Surname1       4.75           
Name7293  Surname1       4.75           
Name5085  Surname1       4.75           
Name124   Surname2       4.75           
Name3485  Surname1       4.75           
Name8372  Surname2       4.75           
Name6197  Surname1       4.75           
Name2244  Surname2       4.75           
Name1962  Surname2       4.75           
Name2953  Surname1       4.75           
Name6391  Surname1       4.75           
Name9213  Surname1       4.74           
Name4493  Surname1       4.74           
Name3171  Surname1       4.74           
Name5021  Surname1       4.74           
Name9829  Surname1       4.74           
Name2487  Surname1       4.74           
Name7945  Surname1       4.74           
Name4402  Surname2       4.74           
Name1480  Surname2       4.74           
Name5772  Surname2       4.74           
Name2265  Surname1       4.74           
Name6232  Surname2       4.74           
Name5151  Surname1       4.74           
Name5380  Surname2       4.74           
Name3461  Surname1       4.74           
Name3477  Surname1       4.74           
Name10000 Surname2       4.73           
Name2675  Surname1       4.73           
Name4379  Surname1       4.73           
Name8335  Surname1       4.73           
Name369   Surname1       4.73           
Name834   Surname2       4.73           
Name211   Surname1       4.73           
Name6552  Surname2       4.73           
Name440   Surname2       4.73           
Name4985  Surname1       4.73           
Name7190  Surname2       4.73           
Name7689  Surname1       4.73           
Name8325  Surname1       4.73           
Name4584  Surname2       4.73           
Name8498  Surname2       4.73           
Name7534  Surname2       4.73           
Name8115  Surname1       4.73           
Name4623  Surname1       4.73           
Name8398  Surname2       4.73           
Name1455  Surname1       4.73           
Name6963  Surname1       4.73           
Name4898  Surname2       4.73           
Name7934  Surname2       4.72           
Name1299  Surname1       4.72           
Name5374  Surname2       4.72           
Name9250  Surname2       4.72           
Name1358  Surname2       4.72           
Name6361  Surname1       4.72           
Name1233  Surname1       4.72           
Name4938  Surname2       4.72           
Name7814  Surname2       4.72           
Name689   Surname1       4.72           
Name7606  Surname2       4.72           
Name1640  Surname2       4.72           
Name1206  Surname2       4.72           
Name7520  Surname2       4.72           
Name9646  Surname2       4.72           
Name5387  Surname1       4.72           
Name8604  Surname2       4.72           
Name3765  Surname1       4.72           
Name6425  Surname1       4.72           
Name7942  Surname2       4.72           
Name9494  Surname2       4.71           
Name3360  Surname2       4.71           
Name5401  Surname1       4.71           
Name2565  Surname1       4.71           
Name7493  Surname1       4.71           
Name8696  Surname2       4.71           
Name838   Surname2       4.71           
Name9604  Surname2       4.71           
Name2467  Surname1       4.71           
Name5318  Surname2       4.71           
Name6631  Surname1       4.71           
Name6905  Surname1       4.71           
Name2980  Surname2       4.71           
Name8037  Surname1       4.71           
Name1871  Surname1       4.71           
Name9851  Surname1       4.71           
Name7543  Surname1       4.70           
Name7961  Surname1       4.70           
Name512   Surname2       4.70           
Name9964  Surname2       4.70           
Name9439  Surname1       4.70           
Name9288  Surname2       4.70           
Name7592  Surname2       4.70           
Name1855  Surname1       4.70           
Name2983  Surname1       4.70           
Name8928  Surname2       4.70           
Name6134  Surname2       4.70           
Name5453  Surname1       4.70           
Name5290  Surname2       4.70           
Name1643  Surname1       4.70           
Name4531  Surname1       4.70           
Name1680  Surname2       4.70           
Name3075  Surname1       4.70           
Name7265  Surname1       4.70           
Name8685  Surname1       4.69           
Name8526  Surname2       4.69           
Name7769  Surname1       4.69           
Name6004  Surname2       4.69           
Name4807  Surname1       4.69           
Name6018  Surname2       4.69           
Name9155  Surname1       4.69           
Name4946  Surname2       4.69           
Name2944  Surname2       4.69           
Name7707  Surname1       4.69           
Name8228  Surname2       4.69           
Name3375  Surname1       4.69           
Name2285  Surname1       4.69           
Name7688  Surname2       4.69           
Name9656  Surname2       4.69           
Name9603  Surname1       4.69           
Name7723  Surname1       4.69           
Name8689  Surname1       4.68           
Name5701  Surname1       4.68           
Name9956  Surname2       4.68           
Name7587  Surname1       4.68           
Name999   Surname1       4.68           
Name8831  Surname1       4.68           
Name64    Surname2       4.68           
Name9888  Surname2       4.68           
Name2317  Surname1       4.68           
Name771   Surname1       4.68           
Name3190  Surname2       4.68           
Name464   Surname2       4.68           
Name4823  Surname1       4.68           
Name4417  Surname1       4.68           
Name3551  Surname1       4.68           
Name1698  Surname2       4.67           
Name3891  Surname1       4.67           
Name3487  Surname1       4.67           
Name6750  Surname2       4.67           
Name2551  Surname1       4.67           
Name4199  Surname1       4.67           
Name7137  Surname1       4.67           
Name3839  Surname1       4.67           
Name7559  Surname1       4.67           
Name2884  Surname2       4.67           
Name2361  Surname1       4.67           
Name8260  Surname2       4.67           
Name4677  Surname1       4.67           
Name5566  Surname2       4.67           
Name5782  Surname2       4.67           
Name4830  Surname2       4.67           
Name60    Surname2       4.67           
Name2475  Surname1       4.67           
Name8194  Surname2       4.67           
Name8808  Surname2       4.66           
Name1284  Surname2       4.66           
Name114   Surname2       4.66           
Name1190  Surname2       4.66           
Name5180  Surname2       4.66           
Name9745  Surname1       4.66           
Name1513  Surname1       4.66           
Name9109  Surname1       4.66           
Name791   Surname1       4.66           
Name8158  Surname2       4.66           
Name5237  Surname1       4.66           
Name3974  Surname2       4.66           
Name767   Surname1       4.66           
Name8202  Surname2       4.66           
Name5553  Surname1       4.66           
Name7912  Surname2       4.65           
Name6417  Surname1       4.65           
Name9555  Surname1       4.65           
Name9583  Surname1       4.65           
Name4498  Surname2       4.65           
Name9420  Surname2       4.65           
Name1864  Surname2       4.65           
Name7171  Surname1       4.65           
Name8993  Surname1       4.65           
Name6405  Surname1       4.65           
Name8940  Surname2       4.65           
Name8699  Surname1       4.65           
Name8862  Surname2       4.64           
Name2857  Surname1       4.64           
Name1748  Surname2       4.64           
Name2064  Surname2       4.64           
Name5574  Surname2       4.64           
Name1474  Surname2       4.64           
Name9269  Surname1       4.64           
Name5046  Surname2       4.64           
Name3922  Surname2       4.64           
Name2698  Surname2       4.64           
Name1950  Surname2       4.64           
Name7792  Surname2       4.64           
Name6777  Surname1       4.64           
Name4852  Surname2       4.64           
Name4260  Surname2       4.64           
Name4519  Surname1       4.64           
Name9787  Surname1       4.64           
Name84    Surname2       4.64           
Name5135  Surname1       4.64           
Name3459  Surname1       4.64           
Name2747  Surname1       4.64           
Name7183  Surname1       4.64           
Name7596  Surname2       4.63           
Name4699  Surname1       4.63           
Name5940  Surname2       4.63           
Name1058  Surname2       4.63           
Name3549  Surname1       4.63           
Name1456  Surname2       4.63           
Name9897  Surname1       4.63           
Name8875  Surname1       4.63           
Name5816  Surname2       4.63           
Name6991  Surname1       4.63           
Name9162  Surname2       4.63           
Name669   Surname1       4.63           
Name4910  Surname2       4.63           
Name5972  Surname2       4.63           
Name6639  Surname1       4.63           
Name5452  Surname2       4.63           
Name5578  Surname2       4.63           
Name4711  Surname1       4.63           
Name909   Surname1       4.63           
Name543   Surname1       4.62           
Name7185  Surname1       4.62           
Name3512  Surname2       4.62           
Name3604  Surname2       4.62           
Name46    Surname2       4.62           
Name7833  Surname1       4.62           
Name5851  Surname1       4.62           
Name3050  Surname2       4.62           
Name2892  Surname2       4.62           
Name6386  Surname2       4.62           
Name5216  Surname2       4.62           
Name6581  Surname1       4.62           
Name7298  Surname2       4.62           
Name7699  Surname1       4.62           
Name8951  Surname1       4.62           
Name1591  Surname1       4.62           
Name5436  Surname2       4.62           
Name18    Surname2       4.62           
Name6158  Surname2       4.62           
Name1230  Surname2       4.62           
Name6332  Surname2       4.62           
Name4487  Surname1       4.62           
Name5807  Surname1       4.62           
Name5657  Surname1       4.62           
Name2032  Surname2       4.62           
Name9037  Surname1       4.61           
Name6789  Surname1       4.61           
Name2607  Surname1       4.61           
Name8199  Surname1       4.61           
Name1826  Surname2       4.61           
Name7920  Surname2       4.61           
Name5922  Surname2       4.61           
Name6548  Surname2       4.61           
Name3534  Surname2       4.61           
Name6180  Surname2       4.61           
Name6355  Surname1       4.61           
Name1805  Surname1       4.61           
Name2559  Surname1       4.61           
Name8276  Surname2       4.61           
Name4249  Surname1       4.61           
Name4462  Surname2       4.61           
Name6190  Surname2       4.61           
Name9004  Surname2       4.61           
Name3414  Surname2       4.61           
Name5548  Surname2       4.60           
Name5953  Surname1       4.60           
Name4001  Surname1       4.60           
Name1259  Surname1       4.60           
Name5803  Surname1       4.60           
Name5522  Surname2       4.60           
Name764   Surname2       4.60           
Name2922  Surname2       4.60           
Name2642  Surname2       4.60           
Name259   Surname1       4.60           
Name3392  Surname2       4.60           
Name4451  Surname1       4.60           
Name6790  Surname2       4.60           
Name5314  Surname2       4.60           
Name301   Surname1       4.60           
Name6333  Surname1       4.60           
Name6665  Surname1       4.60           
Name770   Surname2       4.60           
Name8155  Surname1       4.60           
Name625   Surname1       4.59           
Name2541  Surname1       4.59           
Name9972  Surname2       4.59           
Name4293  Surname1       4.59           
Name5226  Surname2       4.59           
Name9820  Surname2       4.59           
Name5518  Surname2       4.59           
Name6551  Surname1       4.59           
Name2065  Surname1       4.59           
Name300   Surname2       4.59           
Name1848  Surname2       4.59           
Name2191  Surname1       4.59           
Name496   Surname2       4.59           
Name4151  Surname1       4.59           
Name3768  Surname2       4.59           
Name3446  Surname2       4.59           
Name7347  Surname1       4.59           
Name7501  Surname1       4.59           
Name2754  Surname2       4.59           
Name8621  Surname1       4.59           
Name4833  Surname1       4.59           
Name9930  Surname2       4.59           
Name8835  Surname1       4.59           
Name3082  Surname2       4.59           
Name6628  Surname2       4.59           
Name5824  Surname2       4.59           
Name9605  Surname1       4.59           
Name4050  Surname2       4.58           
Name2619  Surname1       4.58           
Name6623  Surname1       4.58           
Name7595  Surname1       4.58           
Name9516  Surname2       4.58           
Name1395  Surname1       4.58           
Name5535  Surname1       4.58           
Name787   Surname1       4.58           
Name6816  Surname2       4.58           
Name3121  Surname1       4.58           
Name1442  Surname2       4.58           
Name5561  Surname1       4.58           
Name2940  Surname2       4.58           
Name3116  Surname2       4.57           
Name1762  Surname2       4.57           
Name3019  Surname1       4.57           
Name9408  Surname2       4.57           
Name1409  Surname1       4.57           
Name2843  Surname1       4.57           
Name1211  Surname1       4.57           
Name9682  Surname2       4.57           
Name9335  Surname1       4.57           
Name976   Surname2       4.57           
Name3271  Surname1       4.57           
Name2835  Surname1       4.57           
Name1686  Surname2       4.57           
Name5664  Surname2       4.57           
Name6561  Surname1       4.57           
Name3556  Surname2       4.56           
Name7447  Surname1       4.56           
Name1313  Surname1       4.56           
Name7318  Surname2       4.56           
Name2418  Surname2       4.56           
Name4737  Surname1       4.56           
Name3788  Surname2       4.56           
Name2508  Surname2       4.56           
Name6754  Surname2       4.56           
Name8964  Surname2       4.56           
Name6463  Surname1       4.56           
Name9472  Surname2       4.56           
Name7416  Surname2       4.56           
Name313   Surname1       4.56           
Name782   Surname2       4.56           
Name7992  Surname2       4.56           
Name8961  Surname1       4.56           
Name1573  Surname1       4.56           
Name9575  Surname1       4.56           
Name6899  Surname1       4.56           
Name700   Surname2       4.56           
Name4780  Surname2       4.55           
Name1891  Surname1       4.55           
Name9995  Surname1       4.55           
Name5273  Surname1       4.55           
Name5937  Surname1       4.55           
Name1034  Surname2       4.55           
Name4629  Surname1       4.55           
Name3848  Surname2       4.55           
Name5931  Surname1       4.55           
Name8626  Surname2       4.55           
Name9850  Surname2       4.55           
Name9905  Surname1       4.55           
Name2549  Surname1       4.55           
Name2398  Surname2       4.55           
Name8986  Surname2       4.55           
Name792   Surname2       4.55           
Name7112  Surname2       4.54           
Name3620  Surname2       4.54           
Name3694  Surname2       4.54           
Name3640  Surname2       4.54           
Name5418  Surname2       4.54           
Name5042  Surname2       4.54           
Name9785  Surname1       4.54           
Name2578  Surname2       4.54           
Name5355  Surname1       4.54           
Name4201  Surname1       4.54           
Name2332  Surname2       4.54           
Name5426  Surname2       4.54           
Name4633  Surname1       4.54           
Name3881  Surname1       4.54           
Name8836  Surname2       4.54           
Name5118  Surname2       4.54           
Name4292  Surname2       4.54           
Name3608  Surname2       4.54           
Name3105  Surname1       4.53           
Name1012  Surname2       4.53           
Name6904  Surname2       4.53           
Name7860  Surname2       4.53           
Name3100  Surname2       4.53           
Name6812  Surname2       4.53           
Name3623  Surname1       4.53           
Name2662  Surname2       4.53           
Name2497  Surname1       4.53           
Name4697  Surname1       4.53           
Name5764  Surname2       4.53           
Name3054  Surname2       4.53           
Name7944  Surname2       4.52           
Name5077  Surname1       4.52           
Name2531  Surname1       4.52           
Name3093  Surname1       4.52           
Name7343  Surname1       4.52           
Name9022  Surname2       4.52           
Name59    Surname1       4.52           
Name8684  Surname2       4.52           
Name2181  Surname1       4.52           
Name9677  Surname1       4.52           
Name8909  Surname1       4.52           
Name444   Surname2       4.52           
Name9576  Surname2       4.52           
Name1074  Surname2       4.52           
Name2699  Surname1       4.52           
Name6366  Surname2       4.52           
Name1846  Surname2       4.52           
Name9523  Surname1       4.52           
Name608   Surname2       4.52           
Name4054  Surname2       4.52           
Name7483  Surname1       4.52           
Name1135  Surname1       4.51           
Name6568  Surname2       4.51           
Name3866  Surname2       4.51           
Name9736  Surname2       4.51           
Name1792  Surname2       4.51           
Name6414  Surname2       4.51           
Name1706  Surname2       4.51           
Name4670  Surname2       4.51           
Name1188  Surname2       4.51           
Name1832  Surname2       4.51           
Name5103  Surname1       4.51           
Name2397  Surname1       4.51           
Name9398  Surname2       4.51           
Name1886  Surname2       4.51           
Name5659  Surname1       4.51           
Name5119  Surname1       4.51           
Name9020  Surname2       4.50           
Name841   Surname1       4.50           
Name7914  Surname2       4.50           
Name8332  Surname2       4.50           
Name1214  Surname2       4.50           
Name5405  Surname1       4.50           
Name3690  Surname2       4.50           
Name197   Surname1       4.50           
Name143   Surname1       4.50           
Name737   Surname1       4.50           
Name9781  Surname1       4.50           
Name1264  Surname2       4.50           
Name8616  Surname2       4.50           
Name9211  Surname1       4.50           
Name7780  Surname2       4.50           
Name8864  Surname2       4.50           
Name8004  Surname2       4.50           
Name2468  Surname2       4.49           
Name3971  Surname1       4.49           
Name8343  Surname1       4.49           
Name7764  Surname2       4.49           
Name153   Surname1       4.49           
Name8902  Surname2       4.49           
Name6245  Surname1       4.49           
Name7496  Surname2       4.49           
Name3753  Surname1       4.49           
Name653   Surname1       4.49           
Name2721  Surname1       4.49           
Name3141  Surname1       4.48           
Name6378  Surname2       4.48           
Name7028  Surname2       4.48           
Name3448  Surname2       4.48           
Name9865  Surname1       4.48           
Name1754  Surname2       4.48           
Name9195  Surname1       4.48           
Name6683  Surname1       4.48           
Name717   Surname1       4.48           
Name5187  Surname1       4.48           
Name6264  Surname2       4.48           
Name5513  Surname1       4.48           
Name7404  Surname2       4.48           
Name6908  Surname2       4.48           
Name3810  Surname2       4.48           
Name1720  Surname2       4.48           
Name3454  Surname2       4.47           
Name1229  Surname1       4.47           
Name3676  Surname2       4.47           
Name4192  Surname2       4.47           
Name7134  Surname2       4.47           
Name2368  Surname2       4.47           
Name8239  Surname1       4.47           
Name6462  Surname2       4.47           
Name1953  Surname1       4.47           
Name7180  Surname2       4.47           
Name1333  Surname1       4.47           
